20,0
19.982,0
19.964,0
19.947,0
19.931,0
19.915,0
19.9,0
19.886,0
19.872,0
19.858,0
19.845,0
19.833,0
19.821,0
19.809,0
19.798,0
19.787,0
19.776,0
19.766,0
19.757,0
19.747,0
19.738,0
19.73,0
19.721,0
19.713,0
19.706,0
19.698,0
19.695,0
19.687,0
19.681,0
19.674,0
19.668,0
19.662,0
19.656,0
19.65,0
19.645,0
19.639,0
19.634,0
19.629,0
19.625,0
19.62,0
19.616,0
19.612,0
19.608,0
19.604,0
19.6,0
19.596,0
19.593,0
19.589,0
19.586,0
19.583,0
19.58,0
19.577,0
19.574,0
19.572,0
19.569,0
19.577,0
19.575,0
19.572,0
19.569,0
19.567,0
19.564,0
19.562,0
19.56,0
19.563,0
19.56,0
19.558,0
19.556,0
19.554,0
19.552,0
19.55,0
19.548,0
19.547,0
19.545,0
19.543,0
19.542,0
19.54,0
19.539,0
19.537,0
19.536,0
19.535,0
19.533,0
19.532,0
19.531,0
19.53,0
19.529,0
19.528,0
19.527,0
19.526,0
19.525,0
19.524,0
19.523,0
19.522,0
19.521,0
19.521,0
19.52,0
19.519,0
19.518,0
19.518,0
19.517,0
19.517,0
19.523,0
19.522,0
19.521,0
19.521,0
19.52,0
19.519,0
19.519,0
19.526,0
19.525,0
19.524,0
19.523,0
19.522,0
19.521,0
19.521,0
19.52,0
19.519,0
19.522,0
19.521,0
19.522,0
19.521,0
19.52,0
19.519,0
19.519,0
19.518,0
19.517,0
19.517,0
19.516,0
19.515,0
19.515,0
19.514,0
19.514,0
19.513,0
19.513,0
19.512,0
19.512,0
19.512,0
19.511,0
19.516,0
19.515,0
19.514,0
19.514,0
19.513,0
19.513,0
19.512,0
19.512,0
19.512,0
19.511,0
19.511,0
19.51,0
19.51,0
19.51,0
19.509,0
19.509,0
19.509,0
19.508,0
19.508,0
19.508,0
19.507,0
19.507,0
19.507,0
19.507,0
19.506,0
19.506,0
19.506,0
19.506,0
19.513,0
19.513,0
19.512,0
19.512,0
19.512,0
19.511,0
19.511,0
19.51,0
19.51,0
19.51,0
19.509,0
19.509,0
19.509,0
19.508,0
19.508,0
19.508,0
19.507,0
19.507,0
19.507,0
19.507,0
19.506,0
19.506,0
19.509,0
19.509,0
19.508,0
19.508,0
19.508,0
19.507,0
19.507,0
19.507,0
19.507,0
19.506,0
19.506,0
19.506,0
19.523,0.5
19.568,1
19.664,1
19.766,1
19.955,1
20.107,1
20.228,1
20.319,1
20.434,1
20.497,1
20.525,1
20.602,1
20.677,1
20.78,1
20.834,1
20.904,1
20.996,1
21.081,1
21.162,1
21.196,1
21.231,1
21.293,1
21.338,1
21.409,1
21.456,1
21.504,1
21.539,1
21.579,1
21.632,1
21.693,1
21.754,1
21.792,1
21.836,1
21.9,1
21.952,1
21.98,1
22.02,1
22.07,1
22.13,1
22.135,1
22.159,1
22.2,1
22.205,1
22.198,1
22.202,1
22.241,1
22.232,1
22.257,1
22.307,1
22.34,1
22.37,1
22.369,1
22.379,1
22.38,1
22.435,1
22.445,1
22.501,1
22.555,1
22.593,1
22.565,1
22.535,1
22.514,1
22.502,1
22.55,1
22.529,1
22.543,1
22.577,1
22.596,1
22.658,1
22.652,1
22.662,1
22.702,1
22.792,1
22.8,1
22.799,1
22.743,1
22.718,1
22.736,1
22.741,1
22.772,1
22.796,1
22.778,1
22.781,1
22.794,1
22.795,1
22.812,1
22.82,1
22.85,1
22.855,1
22.829,1
22.864,1
22.877,1
22.869,1
22.888,1
22.926,1
22.904,1
22.919,1
22.978,1
22.965,1
22.961,1
22.972,1
22.966,1
22.98,1
22.999,1
22.999,1
23.062,1
23.01,1
22.936,1
22.967,1
22.952,1
22.959,1
22.969,1
22.993,1
22.963,1
22.972,1
22.996,1
22.975,1
22.955,1
22.963,1
22.9,1
22.936,1
22.96,1
22.984,1
23.03,1
23.008,1
22.973,1
23.035,1
23.033,1
23.063,1
23.047,1
23.05,1
23.033,1
23.07,1
23.08,1
23.056,1
23.039,1
22.987,1
23.005,1
23.027,1
23.008,1
23.029,1
23.026,1
23.009,1
23.068,1
23.049,1
23.021,1
22.996,1
22.96,1
22.975,1
22.98,1
22.982,1
22.992,1
22.993,1
22.979,1
22.965,1
22.944,1
22.919,1
22.966,1
22.961,1
22.997,1
22.992,1
22.985,1
22.992,1
22.986,1
22.953,1
22.967,1
22.967,1
22.931,1
22.91,1
22.934,1
22.93,1
22.915,1
22.942,1
22.972,1
22.98,1
22.985,1
22.968,1
22.978,1
23.02,1
23.048,1
23.068,1
